stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
868080,99999,2019,01,29,87.8,9,70.5,9,1014.8,9,997.7,9,999.9,0,3.8,9,6.6,18.1,95.9,,73.4,,0.0,I,999.9,0,0,0,0,0,0
029420,99999,2019,05,08,41.7,9,30.4,9,1009.8,9,994.9,9,23.0,9,8.9,9,12.2,999.9,49.5,,35.6,,0.04,E,999.9,0,1,0,0,0,0
029420,99999,2019,07,16,57.9,9,53.6,9,1007.3,9,993.0,9,21.4,9,6.5,9,9.7,999.9,66.4,,53.6,*,0.23,F,999.9,0,1,0,0,0,0
029420,99999,2019,08,07,58.9,9,54.0,9,1003.9,9,989.6,9,13.5,9,4.6,9,8.4,999.9,71.6,,51.8,*,0.47,E,0.4,1,1,0,0,0,0
029420,99999,2019,08,17,61.9,9,56.3,9,1010.7,9,996.4,9,21.1,9,8.0,9,11.7,999.9,68.9,,57.7,,0.33,F,0.4,0,1,0,0,0,0
132740,99999,2019,07,25,77.2,9,61.2,9,1017.2,9,1002.1,9,18.6,9,2.2,9,3.9,999.9,89.2,,66.6,,0.0,G,999.9,0,0,0,0,0,0
710355,99999,2019,04,09,47.0,9,23.4,9,1011.5,9,9999.9,0,15.0,9,8.4,9,12.0,18.1,57.2,*,32.0,*,0.0,I,999.9,0,0,0,0,0,0
984440,99999,2019,01,21,78.0,9,75.6,9,1008.1,9,1006.3,9,7.0,9,4.7,9,5.8,999.9,81.0,,76.3,,0.6,G,999.9,0,1,0,0,0,0
725753,99999,2019,02,24,33.3,9,17.6,9,981.3,9,9999.9,0,999.9,0,5.6,9,18.1,999.9,42.1,*,28.0,*,0.0,I,999.9,0,0,0,0,0,0
401990,99999,2019,06,28,96.3,9,54.1,9,1003.8,9,1001.5,9,999.9,0,3.8,9,5.8,999.9,110.7,,81.0,,0.0,G,999.9,0,0,0,0,0,0
719485,99999,2019,02,01,-19.8,9,-25.8,9,1035.8,9,9999.9,0,13.9,9,9.9,9,12.0,999.9,-16.6,*,-23.8,*,0.0,I,999.9,0,0,0,0,0,0
719465,99999,2019,01,21,-15.4,9,-20.6,9,1020.6,9,9999.9,0,15.0,9,0.4,9,1.9,999.9,-13.0,*,-18.4,*,0.0,I,999.9,0,0,0,0,0,0
719465,99999,2019,08,05,54.8,9,37.6,9,1021.3,9,9999.9,0,13.4,9,9.3,9,14.0,27.0,60.8,*,48.2,*,0.0,I,999.9,0,0,0,0,0,0
131800,99999,2019,08,18,72.8,9,55.3,9,1016.8,9,1006.2,9,12.4,9,3.0,9,3.9,999.9,87.4,,53.4,,0.0,G,999.9,0,0,0,0,0,0
703884,25376,2019,02,02,20.0,9,8.0,9,1018.2,9,1008.0,9,10.0,9,12.3,9,19.0,20.0,39.0,,15.1,,0.0,G,999.9,0,0,0,0,0,0
175000,99999,2019,07,16,86.8,9,63.1,9,1006.2,9,1000.7,9,6.2,9,8.0,9,12.0,999.9,89.6,*,62.6,,0.0,I,999.9,0,0,0,0,0,0
132780,99999,2019,03,07,57.4,9,35.8,9,1016.9,9,994.9,9,12.1,9,5.2,9,7.8,999.9,72.1,,39.9,,0.0,G,999.9,0,0,0,0,0,0
022540,99999,2019,08,15,48.3,9,42.7,9,1007.5,9,970.8,9,19.1,8,2.7,5,3.9,999.9,57.0,*,37.6,*,0.0,G,999.9,1,0,0,0,0,0
132620,99999,2019,01,29,36.1,9,33.7,9,1007.0,9,991.8,9,4.8,9,999.9,0,999.9,999.9,39.2,,34.9,,0.02,G,0.8,0,1,0,0,0,0
719576,99999,2019,04,16,19.8,9,8.6,9,1007.6,9,9999.9,0,20.0,9,10.7,9,11.1,17.1,28.4,*,10.4,*,0.0,I,999.9,0,0,0,0,0,0
719576,99999,2019,07,08,59.2,9,42.8,9,1018.3,9,9999.9,0,15.0,9,6.9,9,8.9,18.1,64.4,*,50.0,*,0.0,I,999.9,0,0,0,0,0,0
998173,99999,2019,08,01,55.8,9,53.9,9,1016.2,9,9999.9,0,999.9,0,4.5,9,8.0,999.9,59.7,*,53.8,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,06,19,52.0,9,39.2,9,1012.0,9,9999.9,0,15.0,9,8.0,9,13.0,999.9,57.2,*,48.2,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,06,27,57.4,9,40.4,9,1027.2,9,9999.9,0,15.0,9,5.9,9,8.0,999.9,60.8,*,53.6,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,07,17,52.4,9,43.2,9,1001.0,9,9999.9,0,15.0,9,2.4,9,6.0,999.9,64.4,*,46.4,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,07,19,55.0,9,44.8,9,1004.7,9,9999.9,0,15.0,9,5.0,9,9.9,999.9,62.6,*,48.2,*,0.0,I,999.9,0,0,0,0,0,0
768450,99999,2019,04,13,61.5,9,51.8,9,1010.4,9,792.4,9,4.6,9,5.5,6,7.8,999.9,78.8,,44.6,,0.0,G,999.9,0,0,0,0,0,0
401790,99999,2019,04,16,63.2,9,54.6,9,1012.0,9,1008.3,9,6.2,9,4.4,9,7.8,999.9,70.0,,56.8,*,0.0,G,999.9,0,1,0,0,0,0
131600,99999,2019,01,14,41.7,9,27.6,9,1000.7,9,989.9,9,6.2,9,8.4,9,13.6,21.4,48.9,,36.1,,0.06,G,999.9,0,1,1,0,0,0
131600,99999,2019,07,04,67.2,9,59.8,9,1019.7,9,1009.3,9,6.2,9,3.5,9,5.8,999.9,74.1,,63.3,*,0.0,G,999.9,0,1,0,0,0,0
131600,99999,2019,07,19,71.2,9,56.6,9,1016.2,9,1005.9,9,6.2,9,2.6,6,3.9,999.9,85.3,,58.8,,0.0,G,999.9,0,0,0,0,0,0
718964,99999,2019,02,24,23.6,9,18.6,9,993.0,9,9999.9,0,7.3,9,14.5,9,21.0,28.9,26.6,*,21.2,*,99.99,,999.9,0,0,1,0,0,0
864300,99999,2019,06,12,69.5,9,67.8,9,1010.0,9,1005.8,9,6.5,9,4.0,9,7.0,999.9,74.7,*,65.7,*,0.02,G,999.9,0,1,0,0,1,0
401900,99999,2019,06,20,81.0,9,56.0,9,1009.4,9,978.0,9,999.9,0,999.9,0,999.9,999.9,93.7,,65.5,,0.0,G,999.9,0,0,0,0,0,0
133970,99999,2019,07,17,64.6,9,50.2,9,1011.9,9,960.4,9,12.2,9,4.1,8,5.8,999.9,82.8,,49.1,,0.0,G,999.9,0,0,0,0,0,0
719493,99999,2019,02,01,-25.4,9,-32.0,9,1031.7,9,9999.9,0,26.7,9,0.8,9,2.9,999.9,-18.4,*,-29.2,*,99.99,,999.9,1,0,1,0,0,0
719493,99999,2019,04,14,34.8,9,24.0,9,1002.6,9,9999.9,0,30.0,9,2.1,9,8.0,999.9,44.6,*,24.8,*,0.0,I,999.9,0,0,0,0,0,0
134890,99999,2019,04,24,60.0,9,39.4,9,1021.9,9,971.2,9,7.2,9,7.0,8,11.7,999.9,72.9,,46.0,,0.0,G,999.9,0,0,0,0,0,0
175070,99999,2019,05,21,75.0,9,59.1,9,1017.9,9,1006.9,9,6.2,9,4.8,9,7.0,999.9,75.9,*,64.4,,0.0,E,999.9,0,0,0,0,0,0
610910,99999,2019,07,12,79.2,9,70.7,9,1011.3,9,966.6,9,10.0,9,3.6,9,8.0,999.9,90.7,,68.9,,2.2,G,999.9,0,0,0,0,1,0
703855,25369,2019,08,10,59.2,9,51.3,9,1015.8,9,1008.5,9,9.9,9,2.4,9,6.0,999.9,69.1,,48.0,,0.0,H,999.9,0,1,0,0,0,0
719246,99999,2019,02,23,-25.8,9,-33.8,9,1010.0,9,9999.9,0,5.4,9,2.0,9,4.1,999.9,-22.0,*,-29.2,*,99.99,,999.9,0,0,1,0,0,0
134630,99999,2019,08,26,90.4,9,61.2,9,1016.2,9,1010.2,9,12.4,9,999.9,0,999.9,999.9,97.3,*,80.6,*,0.0,E,999.9,0,0,0,0,0,0
145440,99999,2019,01,19,33.2,9,30.0,9,1018.9,9,950.5,9,2.5,9,999.9,0,999.9,999.9,43.9,,30.6,,0.21,G,0.4,0,0,1,0,0,0
145440,99999,2019,02,06,37.0,9,29.3,9,1027.4,9,959.0,9,11.3,9,4.3,9,5.8,999.9,39.7,*,33.8,*,0.0,G,999.9,0,0,0,0,0,0
145440,99999,2019,06,17,70.1,9,57.3,9,1016.7,9,953.3,9,12.4,9,3.0,9,5.8,999.9,84.2,,55.9,,0.01,G,999.9,0,0,0,0,0,0
133830,99999,2019,05,06,47.9,9,45.3,9,1008.4,9,988.3,9,6.1,9,4.3,9,5.8,999.9,50.0,*,45.3,*,0.11,G,999.9,0,1,0,0,0,0
131680,99999,2019,04,24,63.5,9,47.0,9,1016.8,9,1006.5,9,12.4,9,14.5,9,19.4,25.3,77.7,,53.4,,0.07,G,999.9,0,0,0,0,0,0
122250,99999,2019,04,25,66.9,9,50.5,9,1011.5,9,995.5,9,6.2,9,5.4,9,15.9,999.9,77.0,*,53.2,*,0.0,I,999.9,0,0,0,0,0,0
145540,99999,2019,07,27,84.3,9,65.4,9,1005.8,9,980.8,9,12.4,9,3.9,9,7.8,999.9,93.2,*,69.1,,0.02,G,999.9,0,0,0,0,0,0
146480,99999,2019,01,20,45.6,9,42.0,9,1015.1,9,1003.0,9,9.7,9,3.7,9,5.8,999.9,50.9,*,39.2,*,0.04,A,999.9,0,1,0,0,0,0
865000,99999,2019,04,05,67.8,9,57.5,9,1011.5,9,1011.4,7,6.2,9,8.1,9,12.0,999.9,72.0,*,61.9,*,0.01,G,999.9,0,0,0,0,0,0
868080,99999,2019,01,17,93.2,9,70.0,9,1012.0,9,995.1,9,999.9,0,4.4,9,6.6,16.7,101.5,,75.9,,0.0,I,999.9,0,0,0,0,0,0
029420,99999,2019,02,14,33.4,9,29.5,9,1013.8,9,998.6,9,21.7,9,6.5,9,12.0,999.9,40.5,*,25.3,,0.02,E,11.8,0,0,0,0,0,0
029420,99999,2019,04,23,52.4,9,37.9,9,1026.3,9,1011.5,9,24.9,9,7.6,9,13.6,999.9,63.5,,40.1,,0.0,I,999.9,0,0,0,0,0,0
029420,99999,2019,06,11,57.0,9,42.8,9,1023.4,9,1008.8,9,24.9,9,5.9,9,10.5,999.9,68.9,,42.8,*,0.0,I,999.9,0,0,0,0,0,0
029420,99999,2019,08,26,62.3,9,58.2,9,1022.2,9,1007.8,9,13.8,9,3.2,9,7.8,999.9,72.5,,52.9,*,0.0,I,999.9,1,0,0,0,0,0
720994,99999,2019,03,13,24.2,9,15.4,9,1002.3,9,9999.9,0,10.0,9,2.9,9,12.0,999.9,33.6,*,17.6,*,0.0,I,999.9,0,0,0,0,0,0
719465,99999,2019,07,12,58.6,9,40.4,9,1012.7,9,9999.9,0,15.0,9,6.1,9,8.0,19.0,64.4,*,51.8,*,0.0,I,999.9,0,0,0,0,0,0
145370,99999,2019,02,14,38.9,9,32.1,9,1034.1,9,1014.2,9,12.2,9,2.5,7,5.8,999.9,50.9,*,27.3,,0.0,G,999.9,0,0,0,0,0,0
175000,99999,2019,04,12,68.9,9,51.5,9,1017.4,9,1011.6,9,6.2,9,3.7,9,11.1,999.9,73.6,*,46.4,,0.0,I,999.9,0,0,0,0,0,0
890140,99999,2019,07,05,0.2,9,-3.3,9,992.0,9,928.2,9,999.9,0,35.0,9,40.8,999.9,4.5,*,-11.6,,0.0,I,999.9,0,0,0,0,0,0
132790,99999,2019,05,29,64.8,9,59.0,9,1010.7,9,996.6,9,25.2,9,3.6,6,5.8,999.9,77.5,,61.3,*,0.12,G,999.9,0,1,0,0,0,0
132790,99999,2019,07,24,73.6,9,60.2,9,1016.9,9,1002.8,9,28.3,9,3.3,7,5.8,999.9,83.7,,63.5,*,0.0,G,999.9,0,0,0,0,0,0
132790,99999,2019,08,01,76.3,9,65.9,9,1013.5,9,999.7,9,17.6,9,3.3,7,5.8,999.9,88.2,,66.7,,0.01,G,999.9,0,0,0,0,0,0
896640,87601,2019,01,25,28.1,9,16.6,9,982.0,9,977.9,9,6.6,9,4.8,9,12.0,999.9,33.4,,20.3,,0.0,G,999.9,0,0,0,0,0,0
710633,99999,2019,05,28,67.0,9,33.8,9,1007.5,9,9999.9,0,15.0,9,9.3,9,12.0,15.9,75.2,*,57.2,*,0.0,I,999.9,0,0,0,0,0,0
865950,99999,2019,08,27,57.0,9,55.2,9,1023.9,9,1025.1,7,3.9,9,4.5,9,6.0,999.9,60.3,*,53.8,*,0.0,G,999.9,1,0,0,0,0,0
719576,99999,2019,07,17,70.4,9,57.6,9,1003.2,9,9999.9,0,15.0,9,2.6,9,8.9,999.9,77.0,*,60.8,*,0.0,I,999.9,0,0,0,0,0,0
819850,99999,2019,03,03,83.7,9,69.6,9,1011.9,9,979.9,9,999.9,0,1.8,9,2.7,999.9,88.3,,73.0,,0.0,I,999.9,0,0,0,0,0,0
819890,99999,2019,06,11,78.2,9,64.2,9,1016.1,9,972.6,9,999.9,0,4.6,9,7.4,19.0,81.7,,75.6,,0.0,I,999.9,0,0,0,0,0,0
132660,99999,2019,03,15,46.0,9,32.0,9,1009.9,9,999.8,9,12.4,9,4.1,9,9.7,999.9,59.7,,33.3,,0.0,G,999.9,0,0,0,0,0,0
132660,99999,2019,06,21,74.0,9,64.3,9,1014.9,9,1005.3,9,10.4,9,2.4,9,3.9,999.9,87.1,,61.9,,0.0,G,999.9,0,0,0,0,0,0
719043,99999,2019,01,22,-5.8,9,-11.0,9,1011.1,9,9999.9,0,10.3,9,14.2,9,20.0,24.1,-4.0,*,-11.2,*,99.99,,999.9,0,0,1,0,0,0
719043,99999,2019,03,08,-4.6,9,-11.4,9,1001.8,9,9999.9,0,12.6,9,13.4,9,15.9,19.0,-0.4,*,-11.2,*,99.99,,999.9,0,0,1,0,0,0
719043,99999,2019,07,04,46.6,9,41.0,9,1013.4,9,9999.9,0,15.0,9,10.0,9,13.0,999.9,48.2,*,42.8,*,0.0,I,999.9,1,0,0,0,0,0
718434,99999,2019,07,21,74.8,9,48.6,9,1015.9,9,9999.9,0,14.3,9,4.1,9,6.0,999.9,82.4,*,66.2,*,0.0,I,999.9,0,0,0,0,0,0
719074,99999,2019,01,22,-10.0,9,-14.6,9,1008.4,9,9999.9,0,4.3,9,9.3,9,13.0,999.9,-5.8,*,-13.0,*,99.99,,999.9,1,0,1,0,0,0
865450,99999,2019,01,13,74.9,9,68.8,9,1013.8,9,1011.0,9,5.5,9,4.6,9,8.0,999.9,78.3,*,67.3,*,0.04,A,999.9,0,1,0,0,0,0
865450,99999,2019,02,27,66.3,9,47.3,9,1016.6,9,1012.9,9,6.2,9,4.9,9,9.9,999.9,77.9,*,44.6,*,0.0,I,999.9,0,0,0,0,0,0
718429,99999,2019,04,30,7.8,9,1.4,9,1036.9,9,9999.9,0,15.0,9,11.1,9,15.9,999.9,14.0,*,-7.6,*,0.0,I,999.9,0,0,0,0,0,0
718429,99999,2019,07,29,51.6,9,42.8,9,1008.4,9,9999.9,0,15.0,9,10.6,9,13.0,19.0,55.4,*,48.2,*,0.0,I,999.9,0,0,0,0,0,0
868180,99999,2019,06,20,73.6,9,49.6,9,1021.3,9,909.7,9,999.9,0,2.9,9,4.1,10.1,77.7,,65.5,,0.0,I,999.9,0,0,0,0,0,0
718437,99999,2019,03,24,16.8,9,4.0,9,1024.6,9,9999.9,0,15.0,9,8.3,9,13.0,18.1,24.8,*,10.4,*,0.0,I,999.9,0,0,0,0,0,0
710455,99999,2019,01,17,4.4,9,-1.6,9,1016.8,9,9999.9,0,28.3,9,6.1,9,8.0,999.9,19.4,*,-2.2,*,0.0,I,999.9,0,0,0,0,0,0
710455,99999,2019,03,11,30.0,9,17.6,9,995.7,9,9999.9,0,27.8,9,6.2,9,9.9,17.1,37.4,*,19.4,*,0.0,I,999.9,0,0,0,0,0,0
131600,99999,2019,07,26,76.4,9,60.6,9,1011.3,9,1001.1,9,6.2,9,2.6,9,3.9,999.9,88.2,,63.0,,0.0,G,999.9,0,0,0,0,0,0
866290,99999,2019,02,11,90.1,9,70.0,9,1010.1,9,986.1,9,999.9,0,3.5,9,4.3,13.2,93.7,,82.8,,0.0,I,999.9,0,0,0,0,0,0
718964,99999,2019,05,30,44.6,9,27.2,9,1005.1,9,9999.9,0,15.0,9,10.1,9,12.0,19.0,46.4,*,41.0,*,0.0,I,999.9,0,0,0,0,0,0
718964,99999,2019,07,07,71.8,9,50.8,9,1017.0,9,9999.9,0,15.0,9,8.2,9,12.0,15.0,77.0,*,60.8,*,0.0,I,999.9,0,0,0,0,0,0
718964,99999,2019,08,20,70.4,9,56.4,9,1008.2,9,9999.9,0,15.0,9,10.7,9,19.0,25.1,75.2,*,62.6,*,0.0,I,999.9,0,0,0,0,0,0
911700,22508,2019,06,08,77.9,9,67.0,9,1015.2,9,9999.9,0,10.0,9,7.8,9,12.0,15.9,83.5,*,72.5,*,99.99,,999.9,0,1,0,0,0,0
719493,99999,2019,03,03,-4.8,9,-16.6,9,1045.0,9,9999.9,0,30.0,9,2.0,9,4.1,999.9,12.2,*,-16.6,*,0.0,I,999.9,0,0,0,0,0,0
719493,99999,2019,04,21,38.4,9,16.4,9,1009.2,9,9999.9,0,30.0,9,10.7,9,12.0,19.0,44.6,*,32.0,*,0.0,I,999.9,0,0,0,0,0,0
818880,99999,2019,01,07,83.7,9,73.0,9,1011.1,9,1004.1,9,999.9,0,3.7,9,6.0,12.6,90.3,,75.4,,0.0,I,999.9,0,0,0,0,0,0
867430,99999,2019,08,05,71.6,9,62.5,9,1024.5,9,1002.3,9,999.9,0,3.4,9,6.4,15.3,73.6,,68.7,,0.0,I,999.9,0,0,0,0,0,0
719104,99999,2019,06,09,54.2,9,43.2,9,1012.9,9,9999.9,0,15.0,9,16.9,9,24.1,999.9,64.4,*,46.4,*,99.99,,999.9,0,1,0,0,0,0
710420,99999,2019,01,24,42.7,14,41.5,9,1031.6,14,1031.2,14,999.9,0,0.6,14,1.9,999.9,45.9,*,39.4,*,0.0,G,999.9,0,0,0,0,0,0
719246,99999,2019,03,16,-26.8,9,-36.4,9,1017.2,9,9999.9,0,5.1,9,1.6,9,2.9,999.9,-25.6,*,-27.4,*,0.0,I,999.9,0,0,0,0,0,0
719246,99999,2019,08,10,49.0,9,40.2,9,1021.2,9,9999.9,0,15.0,9,1.4,9,2.9,999.9,55.4,*,44.6,*,0.0,I,999.9,1,0,0,0,0,0
133700,99999,2019,02,10,33.3,9,31.1,9,1021.1,9,982.4,9,5.6,9,1.6,5,1.9,999.9,47.5,,25.7,,0.0,G,999.9,1,0,0,0,0,0
145430,99999,2019,03,08,60.6,9,40.1,9,1015.9,9,966.2,9,12.4,9,3.9,9,5.8,999.9,68.9,,53.8,,0.0,G,999.9,0,1,0,0,0,0
145430,99999,2019,05,09,54.7,9,44.7,9,1005.4,9,955.6,9,11.7,9,4.1,9,7.8,999.9,69.6,,50.5,,0.01,G,999.9,0,1,0,0,0,0
133840,99999,2019,03,15,40.6,9,34.3,9,1011.8,9,996.5,9,10.7,9,2.6,6,5.8,999.9,57.2,,27.9,,0.0,G,999.9,0,0,0,0,0,0
133840,99999,2019,08,13,82.3,9,54.8,9,1011.0,9,997.0,9,14.5,9,3.7,9,5.8,999.9,97.5,,69.1,,0.0,G,999.9,0,0,0,0,0,0
122250,99999,2019,04,24,59.3,9,39.5,9,1011.7,9,995.5,9,6.2,9,14.2,9,15.9,999.9,65.1,*,52.9,*,0.0,I,999.9,0,0,0,0,0,0
817420,99999,2019,01,26,77.1,9,71.6,9,1012.8,9,1002.6,9,999.9,0,0.0,9,999.9,999.9,82.6,,74.3,,0.0,I,999.9,0,0,0,0,0,0
949980,99999,2019,04,01,43.2,9,37.1,9,1004.1,9,1003.0,9,999.9,0,20.2,9,27.0,999.9,44.8,*,42.4,*,0.01,A,999.9,0,0,0,0,0,0
949980,99999,2019,04,24,44.4,9,40.2,9,995.6,9,994.6,9,999.9,0,23.6,9,35.0,999.9,45.1,*,43.0,*,0.0,I,999.9,0,0,0,0,0,0
132690,99999,2019,04,09,58.4,9,52.8,9,1004.7,9,984.0,9,6.2,9,4.1,9,5.8,999.9,65.5,*,53.2,,0.03,G,999.9,0,1,0,0,0,0
132690,99999,2019,07,15,64.6,9,59.9,9,1012.0,9,991.4,9,11.7,9,2.8,9,3.9,999.9,73.2,,57.6,,0.01,G,999.9,0,0,0,0,0,0
029420,99999,2019,03,28,35.6,9,29.5,9,1016.2,9,1001.0,9,24.2,9,4.8,9,7.2,999.9,44.6,,24.8,,99.99,,7.5,0,1,0,0,0,0
943000,99999,2019,06,20,61.9,9,54.3,9,1014.8,9,1014.2,9,999.9,0,5.1,9,9.9,999.9,76.8,*,47.1,,0.0,G,999.9,0,0,0,0,0,0
132740,99999,2019,03,11,46.9,9,37.6,9,1015.5,9,999.4,9,15.5,9,5.2,9,7.8,999.9,58.3,*,39.4,*,0.1,G,999.9,0,1,0,0,0,0
710355,99999,2019,02,11,-2.0,9,-7.4,9,1025.6,9,9999.9,0,10.6,9,5.4,9,8.9,999.9,6.8,*,-7.6,*,99.99,,999.9,0,0,1,0,0,0
710355,99999,2019,05,21,61.4,9,40.2,9,1016.2,9,9999.9,0,15.0,9,13.2,9,17.1,26.0,66.2,*,57.2,*,0.0,I,999.9,0,0,0,0,0,0
710355,99999,2019,08,05,57.4,9,50.0,9,1019.7,9,9999.9,0,11.4,9,9.6,9,17.1,25.1,60.8,*,53.6,*,99.99,,999.9,0,1,0,0,0,0
401990,99999,2019,07,02,93.3,9,48.8,9,1007.4,9,1005.0,9,999.9,0,6.3,9,8.5,999.9,102.7,,82.9,,0.0,G,999.9,0,0,0,0,0,0
719145,99999,2019,05,30,34.4,9,31.0,9,1020.5,9,9999.9,0,13.3,9,10.0,9,17.1,999.9,35.6,*,33.8,*,0.0,I,999.9,1,0,0,0,0,0
719465,99999,2019,02,15,-2.8,9,-9.4,9,1030.8,9,9999.9,0,7.4,9,1.6,9,4.1,999.9,1.4,*,-5.8,*,99.99,,999.9,0,0,1,0,0,0
719465,99999,2019,04,08,33.4,9,23.4,9,1007.1,9,9999.9,0,15.0,9,3.8,9,8.9,999.9,48.2,*,19.4,*,0.0,I,999.9,0,0,0,0,0,0
719465,99999,2019,05,08,56.6,9,31.4,9,1019.2,9,9999.9,0,15.0,9,11.1,9,14.0,21.0,68.0,*,42.8,*,0.0,I,999.9,0,0,0,0,0,0
131800,99999,2019,01,04,23.7,9,22.3,9,1027.3,9,1015.6,9,11.4,9,4.7,9,5.8,999.9,30.4,,19.0,*,0.0,G,999.9,0,0,1,0,0,0
175000,99999,2019,04,24,70.2,9,44.6,9,1025.8,9,1020.0,9,6.2,9,5.6,9,9.9,999.9,76.3,*,45.7,,0.0,I,999.9,0,0,0,0,0,0
890140,99999,2019,06,02,0.6,9,-14.8,9,978.1,9,915.3,9,999.9,0,9.7,9,21.4,999.9,5.0,,-5.4,*,0.0,I,999.9,0,0,0,0,0,0
890140,99999,2019,06,15,3.2,9,-9.1,9,985.0,9,922.0,9,999.9,0,9.3,9,15.5,999.9,7.2,,-2.4,*,0.0,I,999.9,0,0,0,0,0,0
890140,99999,2019,07,08,-11.0,9,-15.6,9,994.6,9,929.0,9,999.9,0,20.4,6,29.1,999.9,-7.8,,-17.1,,0.0,I,999.9,0,0,0,0,0,0
132780,99999,2019,07,26,76.7,9,64.5,9,1012.2,9,991.3,9,15.2,9,3.2,8,3.9,999.9,90.3,,63.7,,0.0,G,999.9,0,0,0,0,0,0
036050,99999,2019,01,28,36.8,9,31.7,9,1011.1,9,1010.2,9,15.9,9,6.4,9,14.0,999.9,43.2,*,31.6,*,0.0,G,999.9,0,0,0,0,0,0
866860,99999,2019,08,26,90.2,9,51.5,9,1013.7,9,965.0,9,999.9,0,7.7,9,13.6,22.3,94.6,,72.9,,0.0,I,999.9,0,0,0,0,0,0
132620,99999,2019,02,05,37.4,9,35.1,9,1028.3,9,1012.8,9,3.3,9,1.9,4,1.9,999.9,38.3,,36.5,,0.05,G,999.9,0,1,0,0,0,0
131730,99999,2019,03,28,42.3,9,18.9,9,1029.3,9,1019.0,9,12.4,9,3.2,9,5.8,999.9,60.3,,24.8,,0.0,G,999.9,0,0,0,0,0,0
131730,99999,2019,05,06,46.8,9,45.9,9,1008.0,9,998.1,9,5.4,9,7.3,9,11.7,999.9,48.7,,45.0,,0.53,G,999.9,0,1,0,0,0,0
719576,99999,2019,02,28,-3.2,9,-12.2,9,1038.7,9,9999.9,0,20.0,9,10.0,9,12.0,999.9,19.4,*,-11.2,*,0.0,I,999.9,0,0,0,0,0,0
719576,99999,2019,04,22,43.2,9,29.4,9,1001.2,9,9999.9,0,20.0,9,11.9,9,14.0,18.1,50.0,*,33.8,*,0.0,I,999.9,0,0,0,0,0,0
819850,99999,2019,02,18,84.1,9,69.4,9,1013.4,9,981.4,9,999.9,0,2.0,9,2.7,999.9,88.9,,75.7,,0.0,I,999.9,0,0,0,0,0,0
132660,99999,2019,05,29,64.0,9,59.7,9,1010.5,9,1000.8,9,11.0,9,3.5,9,5.8,999.9,75.2,,59.0,*,0.17,G,999.9,0,1,0,0,1,0
132660,99999,2019,07,24,72.9,9,61.9,9,1017.6,9,1008.0,9,12.4,9,2.9,8,3.9,999.9,85.1,,62.6,,0.0,G,999.9,0,0,0,0,0,0
719043,99999,2019,03,11,-0.6,9,-5.6,9,1011.6,9,9999.9,0,7.7,9,19.9,9,25.1,29.9,1.4,*,-2.2,*,99.99,,999.9,0,0,1,0,0,0
131740,99999,2019,07,29,71.3,9,65.6,9,1004.5,9,994.9,9,10.0,9,3.7,9,5.8,999.9,79.9,,66.6,*,0.33,G,999.9,0,1,0,0,0,0
719094,99999,2019,02,28,10.0,9,-4.6,9,1011.3,9,9999.9,0,14.9,9,8.3,9,12.0,17.1,14.0,*,5.0,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,03,01,-2.2,9,-10.8,9,1008.1,9,9999.9,0,15.0,9,14.7,9,19.0,24.1,1.4,*,-4.0,*,0.0,I,999.9,0,0,0,0,0,0
719094,99999,2019,04,03,11.2,9,4.0,9,1004.1,9,9999.9,0,8.8,9,4.9,9,8.0,999.9,14.0,*,6.8,*,99.99,,999.9,0,0,1,0,0,0
145280,99999,2019,02,15,39.9,9,32.4,9,1033.7,9,1003.0,9,12.4,9,3.9,9,7.8,999.9,46.6,*,32.0,,0.0,G,999.9,0,0,0,0,0,0
719074,99999,2019,05,17,32.2,9,29.2,9,1017.6,9,9999.9,0,15.0,9,13.4,9,15.9,20.0,33.8,*,30.2,*,0.0,I,999.9,0,0,0,0,0,0
719665,99999,2019,01,11,-21.0,9,-28.6,9,1017.1,9,9999.9,0,17.6,9,8.1,9,13.0,999.9,-20.2,*,-22.0,*,99.99,,999.9,0,0,1,0,0,0
719665,99999,2019,01,12,-33.2,9,-39.6,9,1027.6,9,9999.9,0,24.3,9,1.0,9,2.9,999.9,-23.8,*,-38.2,*,99.99,,999.9,0,0,1,0,0,0
073860,99999,2019,06,18,72.1,9,59.9,9,1013.2,9,990.8,9,20.0,9,4.4,9,12.0,999.9,85.8,,55.0,,0.0,G,999.9,1,0,0,0,0,0
719064,99999,2019,05,21,43.2,9,33.4,9,1018.8,9,9999.9,0,13.3,9,9.9,9,12.0,15.9,53.6,*,30.2,*,0.0,I,999.9,0,0,0,0,0,0
710455,99999,2019,01,14,17.8,9,16.0,9,1024.0,9,9999.9,0,15.6,9,1.4,9,2.9,999.9,21.2,*,14.0,*,99.99,,999.9,0,0,1,0,0,0
